KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
52320000,0,,,30,15,15,3,3,0,27,12,15,12,6,6,27,12,15,27,12,15,15,6,9,7,3,4,3,1,2,0,0,0,0,0,0,13,13,3,6,2,1,1,0,0,10,10,0,1,10,0,3,2
52320010,1,,52320011;52320020,127,60,67,19,6,13,115,57,58,56,33,23,113,55,58,111,55,56,59,24,35,27,10,17,8,2,6,0,0,0,2,0,2,47,47,13,18,9,4,6,2,0,39,29,10,3,39,0,9,10
52320011,2,52320010,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320012,2,52320021,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320013,2,52320032,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320014,2,52320032,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320020,2,52320010,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320021,1,,52320012;52320040,16,8,8,1,1,0,21,10,11,12,5,7,20,10,10,20,10,10,9,5,4,6,3,3,2,1,1,0,0,0,0,0,0,7,7,2,5,2,1,0,0,0,8,7,1,0,6,0,2,3
52320022,0,,,80,38,42,4,1,3,76,37,39,35,17,18,75,36,39,75,36,39,41,20,21,21,10,11,11,5,6,0,0,0,0,0,0,35,35,10,14,6,3,1,0,1,25,15,10,2,26,0,7,6
52320023,2,52320032,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320031,2,52320032,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320032,1,,52320013;52320014;52320023;52320031;52320033;52320034;52320041;52320050,30,16,14,0,0,0,52,26,26,18,10,8,52,26,26,51,26,25,34,16,18,24,9,15,6,1,5,0,0,0,0,0,0,18,18,13,16,1,1,0,0,0,18,16,2,0,25,0,11,7
52320033,2,52320032,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320034,2,52320032,,8,2,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320036,2,52320044,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320040,2,52320021,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320041,2,52320032,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320043,2,52320044,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320044,1,,52320036;52320043;52320055;52320064;52320065;52320075;52320079;52320088;52320097;52320099,8,3,5,0,0,0,36,16,20,5,1,4,36,16,20,36,16,20,31,15,16,18,8,10,6,2,4,1,0,1,2,0,2,4,4,11,8,3,0,0,0,0,11,9,2,0,19,2,8,8
52320050,2,52320032,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320055,2,52320044,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320061,2,52320080,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320064,2,52320044,,7,2,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320065,2,52320044,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320070,0,,,11,5,6,0,0,0,11,5,6,6,3,3,11,5,6,10,5,5,5,2,3,3,1,2,0,0,0,0,0,0,0,0,0,4,4,1,1,1,0,1,0,0,3,3,0,0,3,0,1,1
52320071,2,52320080,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320075,2,52320044,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320079,2,52320044,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320080,1,,52320061;52320071;52320081,21,9,12,1,0,1,28,13,15,12,6,6,27,13,14,27,13,14,16,7,9,8,2,6,2,0,2,0,0,0,0,0,0,9,9,2,7,3,1,0,0,0,11,10,1,0,11,0,2,4
52320081,2,52320080,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320084,2,52320093,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320088,2,52320044,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320090,0,,,22,10,12,0,0,0,22,10,12,9,5,4,22,10,12,21,9,12,13,5,8,9,4,5,3,0,3,1,0,1,0,0,0,8,8,1,3,1,3,0,0,0,7,3,4,0,7,0,1,2
52320092,2,52320093,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320093,1,,52320084;52320092,2,1,1,0,0,0,14,8,6,6,4,2,14,8,6,14,8,6,8,4,4,5,2,3,4,2,2,1,0,1,0,0,0,1,1,3,4,1,0,0,0,0,5,5,0,0,6,0,2,2
52320097,2,52320044,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320099,2,52320044,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320100,2,52320143,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320103,2,52320143,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320109,1,,52320127;52320129,10,5,5,1,1,0,19,10,9,11,7,4,19,10,9,18,9,9,8,3,5,6,2,4,5,2,3,0,0,0,0,0,0,6,6,4,3,2,1,0,0,0,6,5,1,0,6,0,2,2
52320113,2,52320123,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320123,1,,52320113,7,5,2,1,0,1,13,9,4,8,5,3,11,7,4,10,6,4,5,4,1,1,1,0,0,0,0,0,0,0,1,0,1,4,4,3,0,1,2,0,0,0,3,2,1,0,4,0,3,0
52320127,2,52320109,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320129,2,52320109,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320132,2,52320133,,7,2,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320133,1,,52320132;52320141;52320142,21,11,10,3,1,2,32,15,17,14,6,8,31,14,17,31,14,17,18,9,9,10,4,6,6,3,3,0,0,0,0,0,0,10,10,9,5,1,2,1,0,0,9,8,1,1,12,0,5,5
52320141,2,52320133,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320142,2,52320133,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320143,1,,52320100;52320103,51,27,24,5,3,2,49,25,24,18,10,8,49,25,24,48,24,24,31,15,16,18,8,10,13,6,7,1,0,1,0,0,0,24,24,10,10,3,1,1,1,0,15,14,1,3,21,0,8,7
52320144,2,52320153,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320153,1,,52320144;52320171,82,42,40,7,6,1,78,38,40,43,22,21,73,36,37,73,36,37,35,16,19,21,7,14,6,1,5,1,0,1,0,0,0,33,33,15,8,5,5,1,1,1,21,13,8,4,21,6,5,5
52320154,1,,52320163;52320165,55,27,28,3,2,1,62,29,33,33,17,16,59,28,31,59,28,31,29,12,17,18,7,11,7,3,4,1,0,1,0,0,0,24,24,8,12,4,4,1,0,0,21,18,3,1,19,0,8,6
52320158,2,52320169,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320159,2,52320169,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320163,2,52320154,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320164,1,,52320182,25,10,15,0,0,0,27,12,15,8,4,4,27,12,15,27,12,15,19,8,11,9,3,6,4,1,3,0,0,0,0,0,0,13,13,6,6,3,0,0,0,0,9,7,2,0,14,0,5,3
52320165,2,52320154,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320168,2,52320169,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320169,1,,52320158;52320159;52320168,84,40,44,7,3,4,85,41,44,43,20,23,85,41,44,85,41,44,42,21,21,22,11,11,9,5,4,0,0,0,0,0,0,35,35,9,22,3,5,0,0,1,31,26,5,1,29,0,9,8
52320171,2,52320153,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320176,2,52320177,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320177,1,,52320176,45,19,26,4,2,2,44,18,26,21,10,11,43,18,25,43,18,25,23,8,15,13,3,10,7,3,4,0,0,0,0,0,0,17,17,5,4,6,3,1,0,0,14,7,7,2,13,2,3,1
52320178,0,,,46,19,27,4,2,2,42,17,25,23,10,13,40,16,24,38,16,22,19,7,12,10,4,6,5,1,4,0,0,0,0,0,0,19,19,6,7,1,3,1,1,0,13,10,3,1,13,0,5,4
52320179,0,,,138,60,78,12,5,7,126,55,71,75,39,36,120,52,68,120,52,68,51,16,35,30,6,24,17,4,13,3,1,2,0,0,0,54,54,16,15,10,8,3,1,1,37,21,16,1,33,0,11,1
52320182,2,52320164,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320188,1,,52320197;52320198,91,62,29,6,2,4,91,62,29,61,48,13,61,32,29,55,26,29,30,14,16,14,5,9,6,1,5,1,0,1,0,0,0,19,18,2,6,6,6,0,1,0,19,13,6,2,16,0,1,4
52320189,0,,,19,10,9,7,4,3,12,6,6,9,4,5,12,6,6,12,6,6,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,5,5,0,1,0,3,1,0,0,5,4,1,2,2,0,0,1
52320190,1,,52320192,14,8,6,0,0,0,16,9,7,6,4,2,16,9,7,16,9,7,10,5,5,6,3,3,6,3,3,0,0,0,0,0,0,7,7,2,5,0,1,0,0,0,5,4,1,0,7,0,2,2
52320192,2,52320190,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320193,0,,,8,4,4,0,0,0,8,4,4,1,1,0,8,4,4,8,4,4,7,3,4,5,2,3,3,1,2,0,0,0,0,0,0,5,5,2,3,0,0,0,0,0,3,3,0,0,5,0,2,2
52320197,2,52320188,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320198,2,52320188,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320204,1,,52320206;52320210;52320214;52320217;52320225,8,4,4,0,0,0,23,12,11,8,5,3,23,12,11,23,12,11,15,7,8,6,3,3,2,0,2,0,0,0,0,0,0,4,4,2,7,1,1,0,0,0,9,7,2,0,9,0,1,5
52320206,2,52320204,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320210,2,52320204,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320214,2,52320204,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320217,2,52320204,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320220,2,52320263,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320225,2,52320204,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320226,2,52320237,,8,6,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320236,2,52320237,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320237,1,,52320226;52320236;52320245,8,3,5,2,2,0,26,13,13,10,4,6,25,13,12,25,13,12,16,9,7,8,5,3,3,2,1,0,0,0,0,0,0,4,4,3,6,1,1,0,1,0,9,7,2,0,10,0,2,4
52320245,2,52320237,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320247,0,,,12,6,6,1,1,0,11,5,6,2,1,1,11,5,6,11,5,6,9,4,5,4,2,2,3,1,2,0,0,0,0,0,0,4,4,0,2,1,0,1,0,0,4,2,2,1,4,0,0,2
52320254,2,52320264,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320261,2,52320262,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320262,1,,52320261,10,4,6,0,0,0,14,6,8,5,2,3,14,6,8,14,6,8,9,4,5,8,3,5,1,0,1,0,0,0,0,0,0,5,5,2,3,2,0,0,0,0,5,4,1,0,6,0,2,1
52320263,1,,52320220,11,7,4,1,0,1,13,9,4,5,4,1,11,7,4,11,7,4,8,5,3,4,4,0,1,1,0,0,0,0,0,0,0,3,3,1,2,0,1,1,0,0,3,3,0,0,4,0,1,2
52320264,1,,52320254,2,1,1,0,0,0,9,4,5,2,1,1,9,4,5,9,4,5,7,3,4,3,1,2,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,4,4,0,0,4,0,1,3
52320265,0,,,26,11,15,2,1,1,24,10,14,9,4,5,24,10,14,24,10,14,15,6,9,8,4,4,4,2,2,0,0,0,0,0,0,12,12,3,8,0,0,0,0,1,9,8,1,1,10,0,2,5
52320267,0,,,9,5,4,0,0,0,9,5,4,5,4,1,9,5,4,9,5,4,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,5,5,2,2,1,0,0,0,0,3,3,0,0,3,0,1,1
52320270,2,52320281,,11,5,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320271,0,,,44,24,20,5,3,2,39,21,18,23,14,9,37,20,17,35,19,16,16,7,9,7,3,4,2,0,2,0,0,0,0,0,0,17,17,4,5,4,3,0,1,0,13,11,2,2,9,0,2,3
52320272,0,,,87,35,52,6,3,3,81,32,49,34,14,20,74,32,42,73,31,42,47,18,29,33,12,21,20,4,16,4,0,4,0,0,0,36,34,14,11,5,3,1,0,0,20,18,2,0,22,2,9,7
52320274,0,,,41,21,20,6,5,1,35,16,19,21,10,11,34,16,18,34,16,18,14,6,8,5,1,4,0,0,0,0,0,0,0,0,0,20,20,7,8,3,1,1,0,0,13,12,1,2,10,1,3,6
52320275,0,,,35,16,19,1,0,1,34,16,18,20,10,10,33,16,17,33,16,17,14,6,8,10,5,5,5,2,3,0,0,0,0,0,0,16,16,6,5,2,2,1,0,0,10,6,4,1,10,0,3,2
52320276,0,,,38,21,17,3,2,1,35,19,16,15,10,5,33,17,16,33,17,16,20,9,11,11,6,5,3,0,3,1,0,1,0,0,0,15,15,5,3,4,1,1,1,0,10,7,3,0,12,0,5,3
52320277,1,,52320287,13,6,7,0,0,0,20,9,11,10,3,7,16,9,7,16,9,7,10,6,4,3,2,1,1,1,0,0,0,0,0,0,0,5,5,3,2,1,0,2,0,0,5,3,2,0,6,0,2,2
52320281,1,,52320270,10,4,6,0,0,0,21,9,12,8,4,4,21,9,12,21,9,12,13,5,8,5,2,3,3,0,3,1,0,1,0,0,0,6,6,2,5,0,1,1,0,0,7,5,2,0,7,0,2,3
52320282,1,,52320292,69,33,36,10,7,3,63,28,35,30,14,16,60,27,33,57,26,31,33,14,19,18,8,10,4,1,3,0,0,0,0,0,0,22,22,3,8,7,0,3,3,0,21,13,8,2,20,0,3,7
52320283,0,,,20,9,11,1,0,1,19,9,10,9,6,3,18,8,10,18,8,10,10,3,7,6,1,5,5,1,4,1,0,1,0,0,0,11,11,5,4,1,1,0,0,0,6,6,0,0,7,0,3,2
52320284,0,,,17,5,12,0,0,0,17,5,12,6,1,5,14,5,9,13,5,8,11,4,7,4,2,2,0,0,0,0,0,0,0,0,0,12,12,7,5,0,0,0,0,0,5,5,0,0,7,0,3,4
52320285,2,52320286,,11,3,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320286,1,,52320285,7,4,3,3,0,3,15,7,8,5,3,2,15,7,8,15,7,8,10,4,6,6,2,4,2,1,1,0,0,0,0,0,0,4,4,2,4,1,0,1,0,0,6,5,1,0,6,0,2,2
52320287,2,52320277,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52320288,0,,,13,6,7,0,0,0,13,6,7,7,3,4,13,6,7,13,6,7,6,3,3,4,2,2,1,1,0,0,0,0,0,0,0,5,5,0,2,3,0,0,0,0,5,5,0,0,3,0,0,1
52320289,2,52320298,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
